rmse_mean	rmse_std	rmse_min	rmse_percentile02	rmse_percentile25	rmse_median	rmse_percentile75	rmse_percentile98	rmse_max
276.0642395019531	392.8699951171875	3.0082876682281494	66.74168243408204	155.87360000610352	224.2834243774414	328.22511291503906	745.4185180664062	15745.6865234375
267.66473388671875	389.08233642578125	5.243865013122559	63.91251106262207	150.94564819335938	216.5391387939453	316.19927978515625	731.5228393554689	15044.6640625
279.3411865234375	393.74310302734375	1.054963231086731	67.7107925415039	157.87524032592773	226.8876190185547	331.8123474121094	754.8656616210938	15899.9990234375
268.448486328125	391.38909912109375	3.4270143508911133	64.94309310913086	151.20997619628906	217.44285583496094	317.2025909423828	732.5084899902347	15957.7666015625
273.7191162109375	392.5278625488281	5.20501184463501	66.95156021118164	154.02952575683594	222.12637329101562	325.04686737060547	739.9918945312502	15312.0244140625
267.77850341796875	391.5478210449219	2.386657953262329	65.46675491333008	150.97184371948242	215.9108428955078	315.24597930908203	736.03349609375	15185.7978515625
275.5052795410156	391.8761901855469	4.8082122802734375	66.73524780273438	155.51501083374023	223.80152893066406	327.1493911743164	746.0851562500002	15633.7890625
266.1374816894531	392.7033996582031	5.385436058044434	64.71952285766602	150.05790328979492	215.13865661621094	314.1220245361328	723.0866943359376	15174.9921875
275.96234130859375	392.07122802734375	6.089564323425293	67.45300903320313	156.22124099731445	224.46276092529297	326.78651428222656	747.2356994628909	15242.076171875
266.7210388183594	392.78985595703125	3.9296507835388184	64.02217254638671	149.18378067016602	214.4868927001953	312.92733001708984	739.7946655273438	15005.1845703125
270.2230224609375	391.2089538574219	6.698116779327393	65.79534149169922	152.03009414672852	218.48511505126953	319.3109893798828	737.6249450683607	15688.3994140625
267.3397216796875	391.1260070800781	1.2288260459899902	64.99802551269532	150.1505584716797	216.28671264648438	315.8295440673828	727.2314025878907	15306.013671875
268.5124206542969	391.3019104003906	5.675747871398926	65.11221237182617	151.33832931518555	217.6201400756836	317.00244903564453	729.0195617675794	15366.384765625
269.19451904296875	392.6654968261719	4.892149448394775	65.97756729125976	151.15966415405273	216.69798278808594	317.5007629394531	735.403131103516	15432.033203125
266.651123046875	388.82611083984375	2.878700017929077	65.46791458129883	151.87799072265625	216.6312484741211	314.4024200439453	717.7553771972656	14928.0732421875
265.84637451171875	390.4695129394531	4.403884410858154	64.97266235351563	149.91323852539062	214.9382553100586	313.3936004638672	733.0148742675782	15084.7158203125
269.4819641113281	391.5092468261719	4.107232570648193	65.60913162231445	152.1716537475586	218.66458129882812	319.91900634765625	726.5509155273443	15648.396484375
266.05010986328125	391.6186828613281	6.650759696960449	64.80554809570313	149.5187873840332	214.80646514892578	313.04747009277344	729.094812011719	15334.7314453125
269.4440002441406	392.56573486328125	2.304455041885376	65.67194595336915	152.31442260742188	217.23381805419922	317.4479675292969	736.512182617188	15273.7744140625
264.3743896484375	392.01806640625	2.229761838912964	64.41599960327149	148.3339729309082	214.0302963256836	311.5612335205078	726.0109252929689	15335.5244140625
267.3636779785156	389.7039489746094	0.3253285586833954	65.02088470458985	151.27215957641602	217.3710479736328	316.9241714477539	718.25615234375	15315.6826171875
263.1873779296875	391.69366455078125	1.7362455129623413	62.853563690185545	146.90180206298828	212.00926208496094	309.9271545410156	727.670397949219	15264.2275390625
267.0960388183594	392.1355285644531	7.048370838165283	64.8741470336914	149.89046478271484	215.41053009033203	315.15914154052734	734.3575378417969	15870.8544921875
263.3729553222656	391.2858581542969	7.90691614151001	63.48120536804199	147.96095657348633	212.02887725830078	310.4879150390625	717.5748168945315	15447.7509765625
267.5037841796875	390.5691833496094	4.472405910491943	65.15504455566406	150.72247695922852	217.04720306396484	315.0068664550781	719.7573791503909	15124.5966796875
265.0472106933594	391.1567687988281	5.951471328735352	64.32816848754882	148.36431884765625	213.8054428100586	312.9814987182617	726.3339660644535	15130.712890625
265.701416015625	390.7376708984375	3.2681357860565186	65.27215118408203	149.16272735595703	213.93810272216797	314.07508087158203	729.2356567382817	15436.708984375
265.2118225097656	392.4857177734375	7.0157470703125	64.22094039916992	148.37442016601562	212.8547134399414	311.7894515991211	738.0821533203127	15233.291015625
266.01190185546875	391.3393249511719	4.540956020355225	64.0254737854004	148.96659469604492	214.05492401123047	313.50955963134766	733.7434265136721	15447.1357421875
262.99200439453125	390.8772277832031	3.5895678997039795	63.061692810058595	147.14922714233398	212.40487670898438	311.75540924072266	711.9963134765636	15296.1083984375
263.9889831542969	390.4814147949219	5.526332855224609	63.410651016235356	148.89936447143555	213.4283676147461	311.19171142578125	717.5815185546879	15259.447265625
264.9422607421875	390.0247802734375	7.862679958343506	64.20304870605469	148.1985626220703	213.46419525146484	312.37298583984375	728.8835632324227	14926.2373046875
265.59613037109375	391.2437438964844	5.013113498687744	63.27566032409668	148.32237243652344	214.3158950805664	313.0221252441406	735.6176025390632	16067.927734375
260.9166564941406	390.4017028808594	2.527169704437256	63.05413398742676	146.43897247314453	210.03916931152344	307.6268539428711	708.5474060058597	15138.609375
264.34619140625	389.5111083984375	3.9363973140716553	64.64122467041015	148.53833770751953	213.22049713134766	312.16121673583984	722.5988403320314	14880.939453125
